# Song Name;Song Lyric; Season; Episode
########################### Season 1 ###########################
The Goof Off;Roll out the party cannon;S4;E12
The Goof Off;When you hear the party cannon song;S4;E12
The Goof Off;Why should you compromise? Try this one on for size;S4;E12
The Goof Off;'Cause nothing quite says cheer like the ringing in your ear;S4;E12
The Goof Off;Of the cheese supreme cannonball surprise!;S4;E12
Cheese Confesses;I fear I told a little fib about my pony past;S4;E12
Cheese Confesses;I hope that when you hear the truth, you will not be aghast;S4;E12
Cheese Confesses;I wasn't quite the super party pony like I claimed;S4;E12
Cheese Confesses;The fact is that I was so shy, nopony knew my name;S4;E12
Cheese Confesses;I stumbled into Ponyville one afternoon by chance;S4;E12
Cheese Confesses;And found the biggest ever celebration party dance;S4;E12
Cheese Confesses;Everything was perfect, cheer was filling up the place;S4;E12
Cheese Confesses;And I saw that everypony had a smile upon their face;S4;E12
Cheese Confesses;I vowed that day to change my life, the past I did set free;S4;E12
Cheese Confesses;For now Cheese Sandwich was a party pony full of glee;S4;E12
Cheese Confesses;A super duper party pony -- that's what I became;S4;E12
Cheese Confesses;I traveled all Equestria, and all did know my name;S4;E12
Cheese Confesses;But that never would have happened on my own, I'll tell you why;S4;E12
Cheese Confesses;For the one who threw that party, it was you, Pinkie Pie;S4;E12
Cheese Confesses;Super duper party ponies -- that is me and you;S4;E12
Cheese Confesses;A party thrown by one is good, but not as great as two;S4;E12
Cheese Confesses;Come on and let's join forces, have twice the expertise;S4;E12
Cheese Confesses;Now let's all go to the party planned by Pinkie Pie and Cheese!;S4;E12
Make a Wish;Get your hooves up, party's starting out right now;S4;E12
Make a Wish;Everypony, everypony get down;S4;E12
Make a Wish;Time to make a wish, better make it right now;S4;E12
Make a Wish;It's been a year and today is your birthday party;S4;E12
Make a Wish;Make a wish, it's your birthday;S4;E12
Make a Wish;Make a wish, it's your birthday party;S4;E12
Make a Wish;Make a wish, it's your birthday;S4;E12
Make a Wish;Make a wish, it's your birthday party;S4;E12
Music in the treetops;There's music in the treetops;S4;E14
Music in the treetops;And there's music in the vale;S4;E14
Music in the treetops;And all around the music fills the sky;S4;E14
Music in the treetops;There's music by the river;S4;E14
Music in the treetops;And there's music in the grass;S4;E14
Music in the treetops;And the music makes your heart soar in reply;S4;E14
Find the Music in You;Bum, bum, bum-ba-da, ba-da;S4;E14
Find the Music in You;Dum, bum, bum-ba-da ah;S4;E14
Find the Music in You;Bum, bum, bum-ba-da, ba-da ;S4;E14
Find the Music in You;Bum, bum, bum-ba-da ah ;S4;E14
Find the Music in You;Everypony's sayin' you should learn to express your voice;S4;E14
Find the Music in You;But if talk doesn't seem like it's the answer;S4;E14
Find the Music in You;Luckily you have a choice;S4;E14
Find the Music in You;Bum, bum, bum-ba-da, ba-da;S4;E14
Find the Music in You;Bum, bum, bum-ba-da ah;S4;E14
Find the Music in You;Bum, bum, bum-ba-da, ba-da ;S4;E14
Find the Music in You;Bum, bum, bum-ba-da ah ;S4;E14
Find the Music in You;Bum, bum, bum-ba-da, ba-da ;S4;E14
Find the Music in You;Bum, bum, bum-ba-da ah ;S4;E14
Find the Music in You;Trot outside and you see the sunshine;S4;E14
Find the Music in You;Something's in the air today;S4;E14
Find the Music in You;Sky is clear and you're feelin' so fine;S4;E14
Find the Music in You;Everything's gonna be a-okay;S4;E14
Find the Music in You;If you listen carefully;S4;E14
Find the Music in You;On every corner there's a rhythm playing;S4;E14
Find the Music in You;Then it happens suddenly;S4;E14
Find the Music in You;The music takes you over and you'll;S4;E14
Find the Music in You;Oh, o-o-oh;S4;E14
Find the Music in You;Everypony's sayin' you should learn to express your voice;S4;E14
Find the Music in You;But if talk doesn't seem like it's the answer;S4;E14
Find the Music in You;Luckily you have a choice;S4;E14
Find the Music in You;When you find you've got the music;S4;E14
Find the Music in You;Got the music in you;S4;E14
Find the Music in You;Find you've got the music;S4;E14
Find the Music in You;Got the music in you;S4;E14
Find the Music in You;Got the music, got the music in you!;S4;E14
Find the Music in You;Trot outside and see the sunshine;S4;E14
Find the Music in You;Something's in the air today;S4;E14
Find the Music in You;Sky is clear and you're feelin' so fine;S4;E14
Find the Music in You;Everything's gonna be a-okay;S4;E14
Find the Music in You;If you listen carefully;S4;E14
Find the Music in You;On every corner there's a rhythm playing;S4;E14
Find the Music in You;Then it happens suddenly;S4;E14
Find the Music in You;The music takes you over and you'll;S4;E14
Find the Music in You;Find the music;S4;E14
Find the Music in You;Deep down in your heart;S4;E14
Find the Music in You;You can find it, oh ye-eah;S4;E14
Find the Music in You;Got the music in you now;S4;E14
Find the Music in You;Ye-e-eah, got the music in you;S4;E14
Find the Music in You;Hey, find it, oh why, you can find it;S4;E14
Find the Music in You;In your heart, yeah, find the music, yeah;S4;E14
Find the Music in You;It's in you right now! Oh, yeah!;S4;E14
Find the Music in You;You can find the music!;S4;E14
Find the Music in You;Yeah, yeah, I love the music, ye—;S4;E14
Find the Music in You;There's music in the treetops;S4;E14
Find the Music in You;And there's music in the vale;S4;E14
Find the Music in You;And all around the music fills the sky;S4;E14
Find the Music in You;There's music by the river;S4;E14
Find the Music in You;And there's music in the grass;S4;E14
Find the Music in You;And the music makes your heart soar in reply;S4;E14
Find the Music in You;When you find you've got the music;S4;E14
Find the Music in You;You've got to look inside and find;S4;E14
Find the Music in You;Find you've got the music;S4;E14
Find the Music in You;The music deep inside you;S4;E14
Find the Music in You;Find you've got the music;S4;E14
Find the Music in You;'Cause when you look inside, you'll see it;S4;E14
Find the Music in You;Find you've got the music;S4;E14
Find the Music in You;You're gonna find it, gonna find;S4;E14
Find the Music in You;You've got the music;S4;E14
Find the Music in You;Got the music, got the music;S4;E14
Find the Music in You;Got the music in you!;S4;E14
Flim Flam Miracle Curative Tonic;A sickness that lies waiting there in every breath you breathe;S4;E20
Flim Flam Miracle Curative Tonic;Disease will up and grab you as it crawls from land and sea;S4;E20
Flim Flam Miracle Curative Tonic;It's amazing how infected that the natural world and all its things can be;S4;E20
Flim Flam Miracle Curative Tonic;Slip and fall, break or sprain something here tonight;S4;E20
Flim Flam Miracle Curative Tonic;But luckily for you, we've got the thing you need;S4;E20
Flim Flam Miracle Curative Tonic;And it's easier when all you need's the cure;S4;E20
Flim Flam Miracle Curative Tonic;The Flim Flam Miracle Curative Tonic;S4;E20
Flim Flam Miracle Curative Tonic;Is just what the doctor ordered, I'm sure;S4;E20
Flim Flam Miracle Curative Tonic;That's why you're so lucky we've got the thing for you;S4;E20
Flim Flam Miracle Curative Tonic;Just come on up, we've always got some more;S4;E20
Flim Flam Miracle Curative Tonic;Of the Flim Flam Miracle Curative Tonic;S4;E20
Flim Flam Miracle Curative Tonic;I won't need these crutches to dance out the door;S4;E20
Flim Flam Miracle Curative Tonic;Now some of you may suffer from feelings of despair;S4;E20
Flim Flam Miracle Curative Tonic;You're old, you're tired, your legs won't work, there's graying in your hair;S4;E20
Flim Flam Miracle Curative Tonic;Just listen and I'll tell you that you don't need to fear;S4;E20
Flim Flam Miracle Curative Tonic;Your ears will work, your muscles tone, your eyes will see so clear;S4;E20
Flim Flam Miracle Curative Tonic;Luckily for us, you've got the thing we need;S4;E20
Flim Flam Miracle Curative Tonic;The answer to our problems in a jar;S4;E20
Flim Flam Miracle Curative Tonic;The Flim Flam Miracle Curative Tonic;S4;E20
Flim Flam Miracle Curative Tonic;Is the greatest ever miracle by far!;S4;E20
Flim Flam Miracle Curative Tonic;Tonic... tonic... tonic...;S4;E20
Flim Flam Miracle Curative Tonic;It can make you shorter, taller, or even grow old;S4;E20
Flim Flam Miracle Curative Tonic;But who'd want that?;S4;E20
Flim Flam Miracle Curative Tonic;When with one drink;S4;E20
Flim Flam Miracle Curative Tonic;You can be young again–;S4;E20
Flim Flam Miracle Curative Tonic;–out the door!;S4;E20
The rappin' History of the Wonderbolts;Well, back in ancient times, there were the Wonderbolts of old;S4;E21
The rappin' History of the Wonderbolts;A general named Firefly, amazing and so...;S4;E21
The rappin' History of the Wonderbolts;Bold!;S4;E21
The rappin' History of the Wonderbolts;She brought them all together, spreading unity...;S4;E21
The rappin' History of the Wonderbolts;In flight!;S4;E21
The rappin' History of the Wonderbolts;Performing at their very best with wonder...;S4;E21
The rappin' History of the Wonderbolts;And with might!;S4;E21
The rappin' History of the Wonderbolts;There's Admiral Fairweather and the Colonel Purple...;S4;E21
The rappin' History of the Wonderbolts;Dart!;S4;E21
The rappin' History of the Wonderbolts;Gave Wonderbolts a bit of steel along with...;S4;E21
The rappin' History of the Wonderbolts;Lots of heart!;S4;E21
The rappin' History of the Wonderbolts;An admiral named Fairy Flight and general called...;S4;E21
The rappin' History of the Wonderbolts;Flash!;S4;E21
The rappin' History of the Wonderbolts;Helped the 'bolts fly super high...;S4;E21
The rappin' History of the Wonderbolts;With style and panache!;S4;E21
The rappin' History of the Wonderbolts;Commander Easyglider was the real cream of...;S4;E21
The rappin' History of the Wonderbolts;The crop!;S4;E21
The rappin' History of the Wonderbolts;For with her wicked moves, the Wonderbolts...;S4;E21
The rappin' History of the Wonderbolts;Soared to the top!;S4;E21
The rappin' History of the Wonderbolts;Wonderbolts, yeah! Wonderbolts...;S4;E21
The rappin' History of the Wonderbolts;Huh!;S4;E21
The rappin' History of the Wonderbolts;Wonderbolts, yeah! Wonderbolts...;S4;E21
The rappin' History of the Wonderbolts;Unh!;S4;E21
The rappin' History of the Wonderbolts;That is my rappin' history of the Wonderbolts!;S4;E21
The rappin' History of the Wonderbolts;Commander Easyglider was the real cream of the crop—;S4;E21
The rappin' History of the Wonderbolts;Well, I suggest you put down your silly cards of flash,;S4;E21
The rappin' History of the Wonderbolts;For I know that they cannot help our good friend Rainbow Dash!;S4;E21
You'll Play Your Part;It isn't that I'm ungrateful;S4;E25
You'll Play Your Part;For all the things that I've earned,;S4;E25
You'll Play Your Part;For all the journeys I have taken,;S4;E25
You'll Play Your Part;All the lessons that I have learned;S4;E25
You'll Play Your Part;But I wonder where I'm going now,;S4;E25
You'll Play Your Part;What my role is meant to be;S4;E25
You'll Play Your Part;I don't know how to travel;S4;E25
You'll Play Your Part;To a future that I can't see;S4;E25
You'll Play Your Part;I have my wings, I wear this crown;S4;E25
You'll Play Your Part;I'm a princess, this is true;S4;E25
You'll Play Your Part;But it's still unclear to me;S4;E25
You'll Play Your Part;Just what I am meant to do;S4;E25
You'll Play Your Part;I wanna have a purpose;S4;E25
You'll Play Your Part;Wanna do all that I can;S4;E25
You'll Play Your Part;I wanna make a contribution;S4;E25
You'll Play Your Part;I want to be a part of the plan;S4;E25
You'll Play Your Part;Your destiny's uncertain;S4;E25
You'll Play Your Part;And that's sometimes hard to take;S4;E25
You'll Play Your Part;But it will become much clearer;S4;E25
You'll Play Your Part;With every new choice you make;S4;E25
You'll Play Your Part;Patience is never easy;S4;E25
You'll Play Your Part;I understand wanting more;S4;E25
You'll Play Your Part;I know how hard it is to wait;S4;E25
You'll Play Your Part;To spread out your wings and soar;S4;E25
You'll Play Your Part;But you stand here for a reason;S4;E25
You'll Play Your Part;You're gifted and you are strong;S4;E25
You'll Play Your Part;That crown is upon your head because;S4;E25
You'll Play Your Part;You belong;S4;E25
You'll Play Your Part;Know that your time is coming soon;S4;E25
You'll Play Your Part;As the sun rises, so does the moon;S4;E25
You'll Play Your Part;As love finds a place in every heart;S4;E25
You'll Play Your Part;We understand you wanting more;S4;E25
You'll Play Your Part;A chance to shine, a chance to soar;S4;E25
You'll Play Your Part;Soon will come the day it turns around;S4;E25
You'll Play Your Part;Know that your time is coming soon;S4;E25
You'll Play Your Part;As the sun rises, so does the moon;S4;E25
You'll Play Your Part;As love finds a place in every heart;S4;E25
Let the Rainbow Remind You;Each one of us has something special;S4;E26
Let the Rainbow Remind You;That makes us different, that makes us rare;S4;E26
Let the Rainbow Remind You;We have a light that shines within us;S4;E26
Let the Rainbow Remind You;That we were always meant to share;S4;E26
Let the Rainbow Remind You;And when we come together;S4;E26
Let the Rainbow Remind You;Combine the light that shines within;S4;E26
Let the Rainbow Remind You;There is nothing we can't do;S4;E26
Let the Rainbow Remind You;There is no battle we can't win;S4;E26
Let the Rainbow Remind You;When we come together;S4;E26
Let the Rainbow Remind You;There'll be a star to guide the way;S4;E26
Let the Rainbow Remind You;It's inside us every day;S4;E26
Let the Rainbow Remind You;See it now! See it now!;S4;E26
Let the Rainbow Remind You;Let the rainbow remind you;S4;E26
Let the Rainbow Remind You;That together we will always shine;S4;E26
Let the Rainbow Remind You;Let the rainbow remind you;S4;E26
Let the Rainbow Remind You;That forever this will be our time;S4;E26
Let the Rainbow Remind You;Let the rainbow remind you;S4;E26
Let the Rainbow Remind You;That together we will always shine;S4;E26
########################### Season 5 ###########################
In Our Town;In Our Town, in Our Town;S5;E1
In Our Town;We don't have to wait;S5;E1
In Our Town;To find out that our destiny;S5;E1
In Our Town;Is just to emulate;S5;E1
In Our Town;In Our Town, in Our Town;S5;E1
In Our Town;We dare not compete;S5;E1
In Our Town;Winning only breeds the worst;S5;E1
In Our Town;Ego-filled conceit;S5;E1
In Our Town;In Our Town, in Our Town;S5;E1
In Our Town;We work as a team;S5;E1
In Our Town;You can't have a nightmare;S5;E1
In Our Town;If you never dream;S5;E1
In Our Town;Other ponies argue;S5;E1
In Our Town;Do you ever wonder why?;S5;E1
In Our Town;When you think your talent's special;S5;E1
In Our Town;You don't see eye-to-eye;S5;E1
In Our Town;There's just too many differences;S5;E1
In Our Town;That lead to disarray;S5;E1
In Our Town;But when you learn to act as one;S5;E1
In Our Town;It's like a holiday;S5;E1
In Our Town;In Our Town, in Our Town;S5;E1
In Our Town;We don't complicate;S5;E1
In Our Town;When you learn to simplify;S5;E1
In Our Town;Life is oh, so great;S5;E1
In Our Town;Join in our utopia;S5;E1
In Our Town;Come out of the dark;S5;E1
In Our Town;Banded by equality;S5;E1
In Our Town;By our cutie mark!;S5;E1
Make This Castle A Home;Let's all work together;S5;E3
Make This Castle A Home;To make this castle shi-i-ine;S5;E3
Make This Castle A Home;Once we add some sparkle;S5;E3
Make This Castle A Home;It'll feel, it'll feel, it'll feel...;S5;E3
Make This Castle A Home;It'll feel divine;S5;E3
Make This Castle A Home;Crates of apples an' bales o' hay;S5;E3
Make This Castle A Home;Just makes ya feel at home;S5;E3
Make This Castle A Home;Furry friends and some popinjays;S5;E3
Make This Castle A Home;So she won't be alone;S5;E3
Make This Castle A Home;And we'll make, and we'll make, and we'll make;S5;E3
Make This Castle A Home;This castle a home;S5;E3
Make This Castle A Home;There's nothing like balloons and confetti;S5;E3
Make This Castle A Home;To greet you every time you walk through the door;S5;E3
Make This Castle A Home;She'll need this and those;S5;E3
Make This Castle A Home;Posters of all my heroes;S5;E3
Make This Castle A Home;How could anypony awesome ever ask for more?;S5;E3
Make This Castle A Home;And we'll make, and we'll make, and we'll make;S5;E3
Make This Castle A Home;A home she'll adore;S5;E3
Make This Castle A Home;Bright curtains of flowing silk and lace;S5;E3
Make This Castle A Home;This picture of me winning a race;S5;E3
Make This Castle A Home;Party cannons to give her a surprise;S5;E3
Make This Castle A Home;Hoes and rakes and some more garden supplies;S5;E3
Make This Castle A Home;Getting hugs from this nice, big, friendly bear;S5;E3
Make This Castle A Home;Decorate with some gemstones bright and rare;S5;E3
Make This Castle A Home;More of this and that;S5;E3
Make This Castle A Home;Don't forget the party hats;S5;E3
Make This Castle A Home;How could anypony awesome ask for more than that?;S5;E3
Make This Castle A Home;Let's all work together;S5;E3
Make This Castle A Home;To show that we have shown;S5;E3
Make This Castle A Home;Princess Twilight Sparkle;S5;E3
Make This Castle A Home;How we make, how we make, how we make;S5;E3
Make This Castle A Home;This castle a home;S5;E3
Make This Castle A Home;How we make, how we make;S5;E3
Make This Castle A Home;This castle a home;S5;E3
Make This Castle A Home;How we make, how we make;S5;E3
Make This Castle A Home;This castle a home!;S5;E3
Make This Castle A Home;It's not the things that ya gather 'round;S5;E3
Make This Castle A Home;It's not how much you own;S5;E3
Make This Castle A Home;The things that hold the meaning in your life;S5;E3
Make This Castle A Home;Are the memories you've sown;S5;E3
Make This Castle A Home;So we make, so we make, so we make;S5;E3
Make This Castle A Home;This castle a home;S5;E3
Make This Castle A Home;So we make, so we make;S5;E3
Make This Castle A Home;This castle a home;S5;E3
Make This Castle A Home;So we make, so we make;S5;E3
Make This Castle A Home;This castle a home!;S5;E3
I'll Fly;When life gives you lemons;S5;E5
I'll Fly;You can make lemonade;S5;E5
I'll Fly;But life gave me Tank here;S5;E5
I'll Fly;And my choice has long been made;S5;E5
I'll Fly;No winter will come to Ponyville;S5;E5
I'll Fly;I'll do it on my own;S5;E5
I'll Fly;I will keep you by my side;S5;E5
I'll Fly;So I will not be alone;S5;E5
I'll Fly;And I'll fly, and I'll fly;S5;E5
I'll Fly;Until the end of the sky;S5;E5
I'll Fly;So I'll be the one who doesn't;S5;E5
I'll Fly;Have to say goodbye;S5;E5
I'll Fly;I'll clear the skies forever;S5;E5
I'll Fly;So we won't be apart;S5;E5
I'll Fly;I'll keep the weather warm for you;S5;E5
I'll Fly;And the winter will never start;S5;E5
I'll Fly;Weather-makers Pegasi;S5;E5
I'll Fly;You make the seasons in the sky;S5;E5
I'll Fly;I don't want to sabotage you;S5;E5
I'll Fly;But you see, I've got to try;S5;E5
I'll Fly;No winter can come here now;S5;E5
I'll Fly;I'll keep the warmth and the sun somehow;S5;E5
I'll Fly;I'm sorry, ponies, this has to be;S5;E5
I'll Fly;For I need my friend and he needs me;S5;E5
I'll Fly;I know it's wrong, but what does it matter?;S5;E5
I'll Fly;'Cause nothing's gonna stop me now;S5;E5
I'll Fly;I'll change it all, it's only the weather;S5;E5
I'll Fly;And nopony's gonna bring me down;S5;E5
I'll Fly;I'll keep the sunlight shining free;S5;E5
I'll Fly;And I'll bust the clouds apart so you can stay with me;S5;E5
I'll Fly;And I'll fly, and I'll fly;S5;E5
I'll Fly;Until the end of the sky;S5;E5
I'll Fly;So I'll be the one who doesn't;S5;E5
I'll Fly;Have to say goodbye;S5;E5
I'll Fly;I'll clear the skies forever;S5;E5
I'll Fly;So we won't be apart;S5;E5
I'll Fly;I'll keep the weather warm for you;S5;E5
I'll Fly;And the winter will never start!;S5;E5
Rules of Rarity;The rules of Rarity, guaranteed quality;S5;E14
Rules of Rarity;This I can assure;S5;E14
Rules of Rarity;For each and every dress;S5;E14
Rules of Rarity;I vow to give finesse;S5;E14
Rules of Rarity;With time, love, and couture;S5;E14
Rules of Rarity;My favorite moment's when a pony sees it;S5;E14
Rules of Rarity;That special gown that she just adores;S5;E14
Rules of Rarity;That pony's now in style;S5;E14
Rules of Rarity;My hard work's all worthwhile;S5;E14
Rules of Rarity;Oh, yes, it makes my heart;S5;E14
Rules of Rarity;My heart just soar;S5;E14
Rules of Rarity;The rules of Rarity, just a parody;S5;E14
Rules of Rarity;No dress here's unique;S5;E14
Rules of Rarity;The panels all the same;S5;E14
Rules of Rarity;Each colored windowpane;S5;E14
Rules of Rarity;I fashion only makes me want to shriek!;S5;E14
Rules of Rarity;Oh, to create would give me elation;S5;E14
Rules of Rarity;To feel once again some inspiration;S5;E14
Rules of Rarity;Come on now, Rarity;S5;E14
Rules of Rarity;Give me some clarity;S5;E14
Rules of Rarity;Time for your couture love to rule;S5;E14
Rules of Rarity;The rules of Rarity, extra TLC;S5;E14
Rules of Rarity;This feels more sublime;S5;E14
Rules of Rarity;Soon now, they will see how good these can be;S5;E14
Rules of Rarity;With a little extra shine;S5;E14
Rules of Rarity;The rules of Rarity, guaranteed quality;S5;E14
Rules of Rarity;All can see it's true;S5;E14
Rules of Rarity;These new gems add such flair;S5;E14
Rules of Rarity;Their beauty can't compare;S5;E14
Rules of Rarity;This old style suddenly gleams anew;S5;E14
Rules of Rarity;The rules of Rarity;S5;E14
Rules of Rarity;Once stood for something;S5;E14
Rules of Rarity;But now it feels just like some factory;S5;E14
Rules of Rarity;Now every dress I make;S5;E14
Rules of Rarity;With every flaw and mistake;S5;E14
Rules of Rarity;Oh, how it makes my heart;S5;E14
Rules of Rarity;My heart just break;S5;E14
Rules of Rarity;My favorite moment's when a pony sees it;S5;E14
Rules of Rarity;That special gown that she just adores;S5;E14
Rules of Rarity;That pony's now in style;S5;E14
Rules of Rarity;My hard work's all worthwhile;S5;E14
Rules of Rarity;Oh, yes, it makes my heart;S5;E14
Rules of Rarity;My heart just soar!;S5;E14
Sisterhood;Sisterhood;S5;E17
Sisterhood;Is a special kind of friend;S5;E17
Sisterhood;Sisterhood;S5;E17
Sisterhood;Is a bond that never ends;S5;E17
We'll Make Our Mark;We've been searchin' for our cutie marks;S5;E18
We'll Make Our Mark;For a while now;S5;E18
We'll Make Our Mark;Tryin' to find out how we fit in;S5;E18
We'll Make Our Mark;So many ways we've tried before;S5;E18
We'll Make Our Mark;But we keep on tryin' more;S5;E18
We'll Make Our Mark;'Cause the Cutie Mark Crusaders don't give in;S5;E18
We'll Make Our Mark;We'll make our mark;S5;E18
We'll Make Our Mark;One way or another;S5;E18
We'll Make Our Mark;We'll make our mark;S5;E18
We'll Make Our Mark;On the day that we discover;S5;E18
We'll Make Our Mark;The ultimate reward of our cutie marks!;S5;E18
The Vote;It's time to make a change;S5;E18
The Vote;This is our chance;S5;E18
The Vote;Don't be afraid to do what's right;S5;E18
The Vote;He's it! Vote for Pip!;S5;E18
The Vote;We got an opportunity;S5;E18
The Vote;To have fun again;S5;E18
The Vote;A vote for Pip, and you can join the fight;S5;E18
The Vote;It's time for a new leader;S5;E18
The Vote;It's time to make a change;S5;E18
The Vote;We're here to fight for what we believe;S5;E18
The Vote;It's finally time we beat her;S5;E18
The Vote;And play a better game;S5;E18
The Vote;'Cause when we vote together;S5;E18
The Vote;There's nothing that we can't achieve;S5;E18
The Vote;I don't believe what I am hearing;S5;E18
The Vote;I'm the only one you should be cheering;S5;E18
The Vote;Pipsqueak? Try "Pip's weak!" Don't you think?;S5;E18
The Vote;But a diamond is perfection;S5;E18
The Vote;It's natural selection;S5;E18
The Vote;So your vote better be for me, not the weakest link;S5;E18
The Vote;Everypony has their little secrets;S5;E18
The Vote;A vote for me will help you keep them safe;S5;E18
The Vote;Like your creepy super strength!;S5;E18
The Vote;Or your mane extension;S5;E18
The Vote;A little thing I won't mention;S5;E18
The Vote;Or those freakish large teeth in your face!;S5;E18
The Vote;You've gotta vote for change;S5;E18
The Vote;It's time for a new leader;S5;E18
The Vote;End all the tyranny;S5;E18
The Vote;Vote now and we can beat her;S5;E18
The Vote;It's now another day;S5;E18
The Vote;And we believe in what's right;S5;E18
The Vote;Vote for Pip! Vote for Pip!;S5;E18
The Vote;Our victory is in sight;S5;E18
The Vote;I've a tiny suggestion;S5;E18
The Vote;That you should be aware;S5;E18
The Vote;You could probably win this election;S5;E18
The Vote;If you show them all you real—;S5;E18
The Vote;Vote!;S5;E18
The Vote;Stand strong and don't be afraid, ponies;S5;E18
The Vote;Let's free ourselves from the past;S5;E18
The Vote;For Pip!;S5;E18
The Vote;Vote!;S5;E18
The Vote;He's it! Vote for Pip! Vote!;S5;E18
The Vote;We'll let honor win out against the tyranny;S5;E18
The Vote;And make a change that will last;S5;E18
The Vote;For Pip!;S5;E18
The Vote;Vote!;S5;E18
The Vote;Vote for Pip!;S5;E18
The Vote;It's time for a new leader;S5;E18
The Vote;It's time to make a change;S5;E18
The Vote;We're here to fight for what we believe;S5;E18
The Vote;Vote for Pip!;S5;E18
The Vote;It's finally time we beat her;S5;E18
The Vote;And play a better game;S5;E18
The Vote;'Cause when we vote together;S5;E18
The Vote;There's nothing that we can't achieve;S5;E18
The Vote;Vote for Pip!;S5;E18
The Pony I Want to Be;If I'm a diamond;S5;E18
The Pony I Want to Be;Then why do I feel so rough?;S5;E18
The Pony I Want to Be;I'm as strong as a stone;S5;E18
The Pony I Want to Be;Even that's not enough;S5;E18
The Pony I Want to Be;There's something jagged in me;S5;E18
The Pony I Want to Be;And I've made such mistakes;S5;E18
The Pony I Want to Be;I thought that diamonds were hard;S5;E18
The Pony I Want to Be;Though I feel I could break;S5;E18
The Pony I Want to Be;Would you believe;S5;E18
The Pony I Want to Be;That I've always wished I could be somepony else?;S5;E18
The Pony I Want to Be;Yet I can't see;S5;E18
The Pony I Want to Be;What I need to do to be the pony I want to be;S5;E18
The Pony I Want to Be;I've been told my whole life;S5;E18
The Pony I Want to Be;What to do, what to say;S5;E18
The Pony I Want to Be;Nopony showed me that;S5;E18
The Pony I Want to Be;There might be some better way;S5;E18
The Pony I Want to Be;And now I feel like I'm lost;S5;E18
The Pony I Want to Be;I don't know what to do;S5;E18
The Pony I Want to Be;The ground is sinking away;S5;E18
The Pony I Want to Be;I'm about to fall through;S5;E18
The Pony I Want to Be;Would you believe;S5;E18
The Pony I Want to Be;That I've always wished I could be somepony else?;S5;E18
The Pony I Want to Be;Yet I can't see;S5;E18
The Pony I Want to Be;What I need to do to be the pony I want to be;S5;E18
The Pony I Want to Be;To be the pony I want to be;S5;E18
Light of Your Cutie Mark;Cutie Mark Crusaders, get out of my way;S5;E18
Light of Your Cutie Mark;Those ponies need to know the truth;S5;E18
Light of Your Cutie Mark;And they'll hear it from me;S5;E18
Light of Your Cutie Mark;Stop! Diamond Tiara, this is not the way;S5;E18
Light of Your Cutie Mark;You know you're better than this hostility;S5;E18
Light of Your Cutie Mark;You don't even know me at all;S5;E18
Light of Your Cutie Mark;Don't understand the meaning of my fall;S5;E18
Light of Your Cutie Mark;What my family would think if I ever;S5;E18
Light of Your Cutie Mark;Fail at anything;S5;E18
Light of Your Cutie Mark;I'm a diamond – that means you'll never break;S5;E18
Light of Your Cutie Mark;No matter what be the cost of the path I take;S5;E18
Light of Your Cutie Mark;Whatever I have to do to win in the end;S5;E18
Light of Your Cutie Mark;Stop! This is not the answer;S5;E18
Light of Your Cutie Mark;Wait! And it's plainly seen;S5;E18
Light of Your Cutie Mark;Listen! You can redeem yourself;S5;E18
Light of Your Cutie Mark;But by helping others, not by being mean;S5;E18
Light of Your Cutie Mark;We know you want friends who admire you;S5;E18
Light of Your Cutie Mark;You want to be the star with all the power too;S5;E18
Light of Your Cutie Mark;But there's a better way, there's a better wa-a-ay;S5;E18
Light of Your Cutie Mark;There's so much more still left to;S5;E18
Light of Your Cutie Mark;Learn about yourself;S5;E18
Light of Your Cutie Mark;See the light that shines in you;S5;E18
Light of Your Cutie Mark;We know you can be somepony else;S5;E18
Light of Your Cutie Mark;You can stop right now;S5;E18
Light of Your Cutie Mark;And try another start;S5;E18
Light of Your Cutie Mark;You'll finally free yourself from the dark;S5;E18
Light of Your Cutie Mark;And see the light;S5;E18
Light of Your Cutie Mark;And see the light of your cutie mark;S5;E18
The Pony I Want to Be;We'll build a playground;S5;E18
The Pony I Want to Be;For all of us to enjoy;S5;E18
The Pony I Want to Be;So full of games;S5;E18
The Pony I Want to Be;There's enough for each girl and boy;S5;E18
The Pony I Want to Be;I want to help and do;S5;E18
The Pony I Want to Be;Everything that I can;S5;E18
The Pony I Want to Be;I'm here to show you I changed;S5;E18
The Pony I Want to Be;Listen up, here's the plan;S5;E18
The Pony I Want to Be;Bring it in! That's right, keep it coming! Hey there, you with the amazing strength. Can you help them move that merry-go-round across the lawn? Thank you so much! And you with the super teeth, we need you to help with that teeter-totter. You got it! That's the spirit!;S5;E18
The Pony I Want to Be;There's so much I can do;S5;E18
The Pony I Want to Be;To help everypony else;S5;E18
The Pony I Want to Be;I see the light that shines in me;S5;E18
The Pony I Want to Be;I know I can be my better self;S5;E18
The Pony I Want to Be;I can free the past;S5;E18
The Pony I Want to Be;'Cause now the future's bright for me;S5;E18
The Pony I Want to Be;My cutie mark has set me free;S5;E18
The Pony I Want to Be;To do what's right and be the pony I want to be;S5;E18
The Pony I Want to Be;And be the pony I want to be!;S5;E18
We'll Make Our Mark;We were searching for our cutie marks;S5;E18
We'll Make Our Mark;For a while there;S5;E18
